time_period;economic_activity;establishment_size;number_of_establishments
2013;Mining of coal and lignite;Less than 5 Employees;4.0
2013;Extraction of crude petroleum and natural gas;20+  Employees;49.0
2013;Extraction of crude petroleum and natural gas;Total;67.0
2013;Other mining and quarrying;Total;322.0
2013;Mining support service activities;Less than 5 Employees;15.0
2013;Mining support service activities;5 to 19 Employees;34.0
2013;Mining support service activities;20+  Employees;65.0
2013;Mining support service activities;Total;114.0
2013;Manufacture of food products;Total;11010.0
2013;Manufacture of beverages;Less than 5 Employees;585.0
2013;Manufacture of wearing apparel;Total;30668.0
2013;Manufacture of leather and related products;Less than 5 Employees;89.0
2013;Manufacture of leather and related products;Total;116.0
2013;Manufacture of coke and refined petroleum products;5 to 19 Employees;35.0
2013;Manufacture of coke and refined petroleum products;20+  Employees;39.0
2013;Manufacture of chemicals and chemical products;5 to 19 Employees;512.0
2013;Manufacture of products and preparations pharmaceutical;20+  Employees;38.0
2013;Manufacture of other non-metallic mineral products;5 to 19 Employees;1536.0
2013;Manufacture of basic metals;Less than 5 Employees;101.0
2013;Manufacture of basic metals;Total;475.0
2013;Manufacture of motor vehicles, trailers and semi-trailers;Less than 5 Employees;72.0
2013;Manufacture of motor vehicles, trailers and semi-trailers;5 to 19 Employees;133.0
2013;Manufacture of other transport equipment;Total;39.0
2013;Manufacture of furniture;Less than 5 Employees;6867.0
2013;Manufacture of furniture;20+  Employees;306.0
2013;Manufacture of furniture;Total;9161.0
2013;Repair and installation of machinery and equipment;20+  Employees;152.0
2013;Electricity, gas, steam and air conditioning supply;Total;628.0
2013;Water collection, treatment and supply;5 to 19 Employees;293.0
2013;Water collection, treatment and supply;Total;1703.0
2013;Sewerage;Less than 5 Employees;35.0
2013;Remediation activities and other waste management services;Less than 5 Employees;3.0
2013;Construction of buildings;20+  Employees;2622.0
2013;Construction of buildings;Total;18157.0
2013;Civil engineering;Less than 5 Employees;185.0
2013;Printing and reproduction of recorded media;Less than 5 Employees;730.0
2013;Manufacture of chemicals and chemical products;20+  Employees;384.0
2013;Manufacture of other non-metallic mineral products;20+  Employees;949.0
2013;Manufacture of fabricated metal products;Less than 5 Employees;14191.0
2013;Manufacture of computer, electronic and optical products;5 to 19 Employees;29.0
2013;Manufacture of computer, electronic and optical products;20+  Employees;26.0
2013;Manufacture of machinery and equipment n.e.c.;5 to 19 Employees;109.0
2013;Manufacture of other transport equipment;Less than 5 Employees;22.0
2013;Manufacture of other transport equipment;5 to 19 Employees;9.0
2013;Electricity, gas, steam and air conditioning supply;20+  Employees;184.0
2013;Water collection, treatment and supply;Less than 5 Employees;1312.0
2013;Sewerage;Total;111.0
2013;"Waste collection, treatment & disposal activities; materials recovery";5 to 19 Employees;81.0
2013;Remediation activities and other waste management services;5 to 19 Employees;3.0
2013;Remediation activities and other waste management services;20+  Employees;6.0
2013;Remediation activities and other waste management services;Total;12.0
2013;Crop and animal production, hunting and related service activities;Total;83839.0
2013;Forestry and logging;5 to 19 Employees;26.0
2013;Mining of metal ores;20+  Employees;17.0
2013;Manufacture of food products;Less than 5 Employees;9053.0
2013;Manufacture of tobacco products;5 to 19 Employees;7.0
2013;Manufacture of textiles;Total;2199.0
2013;Manufacture of wearing apparel;20+  Employees;95.0
2013;Manufacture of wood and of products of wood and cork;Less than 5 Employees;3210.0
2013;Manufacture of paper and paper products;20+  Employees;98.0
2013;Manufacture of paper and paper products;Total;269.0
2013;Manufacture of products and preparations pharmaceutical;Total;74.0
2013;Manufacture of rubber and plastics products;Less than 5 Employees;198.0
2013;Specialized construction activities;Total;10858.0
2013;Wholesale & retail trade and repair of motor vehicles & motorcycles;20+  Employees;950.0
2013;Wholesale trade, except of motor vehicles and motorcycles;Total;32042.0
2013;Land transport and transport via pipelines;5 to 19 Employees;1037.0
2013;Land transport and transport via pipelines;Total;2911.0
2013;Accommodation;5 to 19 Employees;3711.0
2013;Food and beverage service activities;Less than 5 Employees;52615.0
2013;Food and beverage service activities;5 to 19 Employees;14950.0
2013;Programming and broadcasting activities;Total;272.0
2013;Telecommunications;Less than 5 Employees;2057.0
2013;Telecommunications;5 to 19 Employees;424.0
2013;Financial service activities, except insurance and pension funding;Total;3951.0
2013;Insurance, reinsurance and pension funding;Total;1011.0
2013;Activities auxiliary to financial service and insurance activities;Less than 5 Employees;133.0
2013;Activities auxiliary to financial service and insurance activities;5 to 19 Employees;247.0
2013;Activities auxiliary to financial service and insurance activities;20+  Employees;20.0
2013;"Architectural and engineering activities; technical testing & analysis";Less than 5 Employees;721.0
2013;"Architectural and engineering activities; technical testing & analysis";5 to 19 Employees;928.0
2013;Scientific research and development;Less than 5 Employees;5.0
2013;Scientific research and development;Total;12.0
2013;Advertising and market research;Total;3060.0
2013;Veterinary activities;5 to 19 Employees;20.0
2013;Veterinary activities;20+  Employees;1.0
2013;Rental and leasing activities;20+  Employees;210.0
2013;Rental and leasing activities;Total;7546.0
2013;Employment activities;5 to 19 Employees;541.0
2013;Employment activities;20+  Employees;55.0
2013;Services to buildings and landscape activities;Total;1365.0
2013;Social work activities without accommodation;Less than 5 Employees;590.0
2013;Repair of computers and personal and household goods;5 to 19 Employees;417.0
2013;Repair of computers and personal and household goods;Total;11064.0
2013;Total;Less than 5 Employees;756589.0
2013;Forestry and logging;Total;542.0
2013;Fishing and aquaculture;Less than 5 Employees;40.0
2013;Mining of metal ores;Total;36.0
2013;Manufacture of beverages;5 to 19 Employees;197.0
2013;Manufacture of wood and of products of wood and cork;Total;4701.0
2013;Manufacture of chemicals and chemical products;Less than 5 Employees;335.0
2013;Manufacture of chemicals and chemical products;Total;1231.0
2013;Manufacture of products and preparations pharmaceutical;Less than 5 Employees;20.0
2013;Manufacture of rubber and plastics products;5 to 19 Employees;273.0
2013;Manufacture of rubber and plastics products;20+  Employees;182.0
2013;Manufacture of fabricated metal products;20+  Employees;559.0
2013;Manufacture of electrical equipment;Less than 5 Employees;271.0
2013;Manufacture of machinery and equipment n.e.c.;20+  Employees;107.0
2013;Manufacture of machinery and equipment n.e.c.;Total;320.0
2013;Water collection, treatment and supply;20+  Employees;98.0
2013;Sewerage;5 to 19 Employees;31.0
2013;Sewerage;20+  Employees;45.0
2013;"Waste collection, treatment & disposal activities; materials recovery";Less than 5 Employees;97.0
2013;"Waste collection, treatment & disposal activities; materials recovery";20+  Employees;48.0
2013;Civil engineering;5 to 19 Employees;398.0
2013;Specialized construction activities;20+  Employees;608.0
2013;Wholesale & retail trade and repair of motor vehicles & motorcycles;Total;88464.0
2013;Land transport and transport via pipelines;Less than 5 Employees;1346.0
2013;Water transport;Less than 5 Employees;58.0
2013;Warehousing and support activities for transportation;Less than 5 Employees;7114.0
2013;Warehousing and support activities for transportation;20+  Employees;617.0
2013;Accommodation;Less than 5 Employees;20430.0
2013;Accommodation;20+  Employees;539.0
2013;Publishing activities;Total;653.0
2013;Motion picture, video & tv programme production, sound recording;5 to 19 Employees;37.0
2013;Programming and broadcasting activities;5 to 19 Employees;27.0
2013;Telecommunications;20+  Employees;173.0
2013;Telecommunications;Total;2654.0
2013;Computer programming, consultancy and related activities;Total;459.0
2013;Information service activities;Less than 5 Employees;197.0
2013;Information service activities;5 to 19 Employees;77.0
2013;"Activities of head offices; management consultancy activities";5 to 19 Employees;144.0
2013;"Activities of head offices; management consultancy activities";20+  Employees;47.0
2013;Other professional, scientific and technical activities;5 to 19 Employees;326.0
2013;Veterinary activities;Total;560.0
2013;Travel agency, tour operator, reservation service & related activities;Less than 5 Employees;1657.0
2013;Travel agency, tour operator, reservation service & related activities;20+  Employees;105.0
2013;Travel agency, tour operator, reservation service & related activities;Total;2558.0
2013;Security and investigation activities;20+  Employees;146.0
2013;Office administrative, office support & other business support act's;Less than 5 Employees;1826.0
2013;Education;Less than 5 Employees;2139.0
2013;Human health activities;Less than 5 Employees;472.0
2013;Social work activities without accommodation;5 to 19 Employees;543.0
2013;Creative, arts and entertainment activities;Less than 5 Employees;174.0
2013;Creative, arts and entertainment activities;5 to 19 Employees;50.0
2013;Creative, arts and entertainment activities;Total;228.0
2013;Sports activities and amusement and recreation activities;20+  Employees;134.0
2013;Activities of membership organizations;5 to 19 Employees;728.0
2013;Other personal service activities;Less than 5 Employees;48660.0
2013;Other personal service activities;Total;51680.0
2013;Total;5 to 19 Employees;119140.0
2013;Total;20+  Employees;23802.0
2012;Manufacture of food products;5 to 19 Employees;1371.0
2012;Manufacture of food products;Total;10607.0
2012;Manufacture of wearing apparel;5 to 19 Employees;1719.0
2012;Manufacture of leather and related products;Less than 5 Employees;85.0
2012;Manufacture of wood and of products of wood and cork;20+  Employees;132.0
2012;Manufacture of rubber and plastics products;20+  Employees;176.0
2012;Manufacture of other non-metallic mineral products;5 to 19 Employees;1496.0
2012;Manufacture of fabricated metal products;Total;18292.0
2012;Manufacture of motor vehicles, trailers and semi-trailers;Total;256.0
2012;Manufacture of other transport equipment;20+  Employees;8.0
2012;Manufacture of furniture;Total;8946.0
2012;Repair and installation of machinery and equipment;Less than 5 Employees;9756.0
2012;Electricity, gas, steam and air conditioning supply;Less than 5 Employees;318.0
2012;Sewerage;Total;108.0
2012;Remediation activities and other waste management services;20+  Employees;5.0
2012;Remediation activities and other waste management services;Total;12.0
2012;Civil engineering;Total;976.0
2012;Wholesale & retail trade and repair of motor vehicles & motorcycles;20+  Employees;911.0
2012;Wholesale trade, except of motor vehicles and motorcycles;Less than 5 Employees;23009.0
2012;Wholesale trade, except of motor vehicles and motorcycles;Total;30408.0
2012;Land transport and transport via pipelines;Less than 5 Employees;1301.0
2012;Accommodation;Less than 5 Employees;19567.0
2012;Accommodation;5 to 19 Employees;3577.0
2012;Food and beverage service activities;Less than 5 Employees;50822.0
2012;Telecommunications;Less than 5 Employees;1958.0
2012;Real estate activities;5 to 19 Employees;1836.0
2012;Legal and accounting activities;Less than 5 Employees;866.0
2012;Legal and accounting activities;Total;1407.0
2012;"Architectural and engineering activities; technical testing & analysis";20+  Employees;242.0
2012;"Architectural and engineering activities; technical testing & analysis";Total;1826.0
2012;Scientific research and development;5 to 19 Employees;2.0
2012;Advertising and market research;Less than 5 Employees;1936.0
2012;Rental and leasing activities;Less than 5 Employees;6070.0
2012;Education;Total;7272.0
2012;Sports activities and amusement and recreation activities;20+  Employees;133.0
2012;Crop and animal production, hunting and related service activities;5 to 19 Employees;3960.0
2012;Crop and animal production, hunting and related service activities;20+  Employees;357.0
2012;Crop and animal production, hunting and related service activities;Total;81894.0
2012;Fishing and aquaculture;Less than 5 Employees;38.0
2012;Mining of coal and lignite;Less than 5 Employees;3.0
2012;Mining of metal ores;Less than 5 Employees;7.0
2012;Other mining and quarrying;20+  Employees;106.0
2012;Manufacture of textiles;20+  Employees;57.0
2012;Manufacture of wood and of products of wood and cork;Less than 5 Employees;3115.0
2012;Manufacture of paper and paper products;5 to 19 Employees;91.0
2012;Printing and reproduction of recorded media;5 to 19 Employees;353.0
2012;Manufacture of computer, electronic and optical products;20+  Employees;25.0
2012;Manufacture of electrical equipment;Less than 5 Employees;257.0
2012;Manufacture of machinery and equipment n.e.c.;5 to 19 Employees;102.0
2012;Manufacture of motor vehicles, trailers and semi-trailers;20+  Employees;62.0
2012;Manufacture of furniture;5 to 19 Employees;1981.0
2012;Repair and installation of machinery and equipment;5 to 19 Employees;529.0
2012;"Waste collection, treatment & disposal activities; materials recovery";20+  Employees;48.0
2012;"Waste collection, treatment & disposal activities; materials recovery";Total;217.0
2012;Construction of buildings;20+  Employees;2462.0
2012;Wholesale & retail trade and repair of motor vehicles & motorcycles;Total;85465.0
2012;Retail trade, except of motor vehicles and motorcycles;Less than 5 Employees;270397.0
2012;Water transport;Total;169.0
2012;Warehousing and support activities for transportation;Total;10370.0
2012;Postal and courier activities;Less than 5 Employees;223.0
2012;Publishing activities;5 to 19 Employees;199.0
2012;Telecommunications;20+  Employees;160.0
2012;Information service activities;Less than 5 Employees;185.0
2012;Financial service activities, except insurance and pension funding;Less than 5 Employees;1351.0
2012;"Activities of head offices; management consultancy activities";5 to 19 Employees;132.0
2012;"Architectural and engineering activities; technical testing & analysis";Less than 5 Employees;692.0
2012;Security and investigation activities;Total;474.0
2012;Services to buildings and landscape activities;Total;1301.0
2012;Social work activities without accommodation;5 to 19 Employees;497.0
2012;Sports activities and amusement and recreation activities;5 to 19 Employees;501.0
2012;Repair of computers and personal and household goods;5 to 19 Employees;381.0
2012;Other personal service activities;Less than 5 Employees;46885.0
2012;Other personal service activities;5 to 19 Employees;2914.0
2012;Other personal service activities;20+  Employees;81.0
2012;Fishing and aquaculture;20+  Employees;8.0
2012;Fishing and aquaculture;Total;55.0
2012;Mining of coal and lignite;5 to 19 Employees;0.0
2012;Extraction of crude petroleum and natural gas;5 to 19 Employees;10.0
2012;Mining of metal ores;20+  Employees;16.0
2012;Manufacture of tobacco products;Less than 5 Employees;55.0
2012;Manufacture of tobacco products;Total;62.0
2012;Manufacture of paper and paper products;Less than 5 Employees;73.0
2012;Printing and reproduction of recorded media;Less than 5 Employees;691.0
2012;Printing and reproduction of recorded media;Total;1191.0
2012;Manufacture of chemicals and chemical products;Less than 5 Employees;325.0
2012;Manufacture of chemicals and chemical products;Total;1177.0
2012;Manufacture of products and preparations pharmaceutical;20+  Employees;36.0
2012;Manufacture of products and preparations pharmaceutical;Total;70.0
2012;Manufacture of rubber and plastics products;Total;638.0
2012;Manufacture of basic metals;Less than 5 Employees;98.0
2012;Manufacture of computer, electronic and optical products;Less than 5 Employees;52.0
2012;Manufacture of electrical equipment;20+  Employees;148.0
2012;Manufacture of electrical equipment;Total;488.0
2012;Manufacture of motor vehicles, trailers and semi-trailers;Less than 5 Employees;69.0
2012;Manufacture of motor vehicles, trailers and semi-trailers;5 to 19 Employees;125.0
2012;Manufacture of other transport equipment;Total;37.0
2012;Manufacture of furniture;20+  Employees;307.0
2012;Repair and installation of machinery and equipment;Total;10431.0
2012;Water collection, treatment and supply;Total;1654.0
2012;Sewerage;5 to 19 Employees;31.0
2012;Remediation activities and other waste management services;Less than 5 Employees;3.0
2012;Construction of buildings;5 to 19 Employees;6422.0
2012;Specialized construction activities;20+  Employees;588.0
2012;Specialized construction activities;Total;10402.0
2012;Wholesale & retail trade and repair of motor vehicles & motorcycles;Less than 5 Employees;70839.0
2012;Wholesale trade, except of motor vehicles and motorcycles;20+  Employees;1194.0
2012;Air transport;Less than 5 Employees;265.0
2012;Postal and courier activities;5 to 19 Employees;76.0
2012;Postal and courier activities;Total;323.0
2012;Food and beverage service activities;20+  Employees;1625.0
2012;Motion picture, video & tv programme production, sound recording;Less than 5 Employees;121.0
2012;Programming and broadcasting activities;Less than 5 Employees;228.0
2012;Programming and broadcasting activities;Total;264.0
2012;Telecommunications;5 to 19 Employees;396.0
2012;Telecommunications;Total;2514.0
2012;Computer programming, consultancy and related activities;Less than 5 Employees;194.0
2012;Computer programming, consultancy and related activities;20+  Employees;63.0
2012;Financial service activities, except insurance and pension funding;20+  Employees;411.0
2012;Financial service activities, except insurance and pension funding;Total;3689.0
2012;Insurance, reinsurance and pension funding;5 to 19 Employees;240.0
2012;Activities auxiliary to financial service and insurance activities;5 to 19 Employees;229.0
2012;Activities auxiliary to financial service and insurance activities;20+  Employees;19.0
2012;Activities auxiliary to financial service and insurance activities;Total;374.0
2012;Real estate activities;Total;27833.0
2012;"Activities of head offices; management consultancy activities";20+  Employees;46.0
2012;Scientific research and development;Less than 5 Employees;4.0
2012;Scientific research and development;Total;10.0
2012;Advertising and market research;20+  Employees;119.0
2012;Advertising and market research;Total;2940.0
2012;Veterinary activities;Total;559.0
2012;Rental and leasing activities;Total;7097.0
2012;Employment activities;Less than 5 Employees;2778.0
2012;Employment activities;Total;3340.0
2012;Security and investigation activities;Less than 5 Employees;175.0
2012;Security and investigation activities;20+  Employees;142.0
2012;Services to buildings and landscape activities;5 to 19 Employees;442.0
2012;Services to buildings and landscape activities;20+  Employees;241.0
2012;Office administrative, office support & other business support act's;5 to 19 Employees;393.0
2012;Social work activities without accommodation;20+  Employees;107.0
2012;Social work activities without accommodation;Total;1165.0
2012;Creative, arts and entertainment activities;Total;216.0
2012;Sports activities and amusement and recreation activities;Less than 5 Employees;1014.0
2012;Forestry and logging;20+  Employees;1.0
2012;Mining of coal and lignite;Total;3.0
2012;Extraction of crude petroleum and natural gas;Less than 5 Employees;7.0
2012;Extraction of crude petroleum and natural gas;Total;64.0
2012;Mining of metal ores;5 to 19 Employees;11.0
2012;Other mining and quarrying;Total;313.0
2012;Mining support service activities;5 to 19 Employees;32.0
2012;Mining support service activities;20+  Employees;63.0
2012;Mining support service activities;Total;109.0
2012;Manufacture of beverages;20+  Employees;104.0
2012;Manufacture of beverages;Total;846.0
2012;Manufacture of tobacco products;5 to 19 Employees;6.0
2012;Manufacture of wearing apparel;Less than 5 Employees;27870.0
2012;Manufacture of leather and related products;5 to 19 Employees;12.0
2012;Manufacture of paper and paper products;20+  Employees;97.0
2012;Printing and reproduction of recorded media;20+  Employees;147.0
2012;Manufacture of coke and refined petroleum products;5 to 19 Employees;32.0
2012;Manufacture of products and preparations pharmaceutical;Less than 5 Employees;18.0
2012;Manufacture of products and preparations pharmaceutical;5 to 19 Employees;16.0
2012;Manufacture of basic metals;5 to 19 Employees;160.0
2012;Manufacture of fabricated metal products;5 to 19 Employees;4202.0
2012;Manufacture of electrical equipment;5 to 19 Employees;83.0
2012;Repair and installation of machinery and equipment;20+  Employees;146.0
2012;Electricity, gas, steam and air conditioning supply;20+  Employees;172.0
2012;Construction of buildings;Total;17246.0
2012;Civil engineering;20+  Employees;413.0
2012;Wholesale & retail trade and repair of motor vehicles & motorcycles;5 to 19 Employees;13715.0
2012;Retail trade, except of motor vehicles and motorcycles;5 to 19 Employees;22407.0
2012;Retail trade, except of motor vehicles and motorcycles;20+  Employees;2309.0
2012;Air transport;5 to 19 Employees;123.0
2012;Warehousing and support activities for transportation;5 to 19 Employees;2914.0
2012;Food and beverage service activities;Total;66895.0
2012;Publishing activities;20+  Employees;55.0
2012;Publishing activities;Total;620.0
2012;Motion picture, video & tv programme production, sound recording;5 to 19 Employees;35.0
2012;Motion picture, video & tv programme production, sound recording;20+  Employees;11.0
2012;Information service activities;5 to 19 Employees;73.0
2012;Insurance, reinsurance and pension funding;Less than 5 Employees;614.0
2012;Activities auxiliary to financial service and insurance activities;Less than 5 Employees;126.0
2012;Real estate activities;20+  Employees;298.0
2012;Legal and accounting activities;20+  Employees;49.0
2012;"Activities of head offices; management consultancy activities";Less than 5 Employees;126.0
2012;"Architectural and engineering activities; technical testing & analysis";5 to 19 Employees;892.0
2012;Scientific research and development;20+  Employees;4.0
2012;Advertising and market research;5 to 19 Employees;885.0
2012;Veterinary activities;20+  Employees;1.0
2012;Rental and leasing activities;20+  Employees;173.0
2012;Travel agency, tour operator, reservation service & related activities;Total;2439.0
2012;Security and investigation activities;5 to 19 Employees;157.0
2012;Office administrative, office support & other business support act's;20+  Employees;77.0
2012;Education;5 to 19 Employees;3106.0
2012;Human health activities;20+  Employees;1238.0
2012;Human health activities;Total;3116.0
2012;Residential care activities;5 to 19 Employees;18.0
2012;Creative, arts and entertainment activities;Less than 5 Employees;164.0
2012;Creative, arts and entertainment activities;5 to 19 Employees;48.0
2012;Libraries, archives, museums and other cultural activities;5 to 19 Employees;28.0
2012;Activities of membership organizations;Less than 5 Employees;1079.0
2012;Activities of membership organizations;Total;1936.0
2012;Total;Less than 5 Employees;727621.0
2012;Total;5 to 19 Employees;114537.0
2012;Total;20+  Employees;22864.0
2012;Activities of membership organizations;20+  Employees;127.0
2012;Repair of computers and personal and household goods;20+  Employees;70.0
2012;Other personal service activities;Total;49880.0
2012;Total;Total;865022.0
2012;Crop and animal production, hunting and related service activities;Less than 5 Employees;77577.0
2012;Forestry and logging;Total;525.0
2012;Fishing and aquaculture;5 to 19 Employees;9.0
2012;Mining of coal and lignite;20+  Employees;0.0
2012;Manufacture of beverages;Less than 5 Employees;560.0
2012;Manufacture of tobacco products;20+  Employees;1.0
2012;Manufacture of textiles;Less than 5 Employees;1814.0
2012;Manufacture of textiles;5 to 19 Employees;247.0
2012;Manufacture of wearing apparel;Total;29684.0
2012;Manufacture of coke and refined petroleum products;20+  Employees;38.0
2012;Manufacture of coke and refined petroleum products;Total;92.0
2012;Manufacture of chemicals and chemical products;5 to 19 Employees;494.0
2012;Manufacture of chemicals and chemical products;20+  Employees;358.0
2012;Manufacture of rubber and plastics products;Less than 5 Employees;194.0
2012;Manufacture of other non-metallic mineral products;20+  Employees;920.0
2012;Manufacture of other non-metallic mineral products;Total;3995.0
2012;Manufacture of basic metals;20+  Employees;200.0
2012;Manufacture of basic metals;Total;458.0
2012;Manufacture of fabricated metal products;Less than 5 Employees;13548.0
2012;Manufacture of fabricated metal products;20+  Employees;542.0
2012;Manufacture of machinery and equipment n.e.c.;Less than 5 Employees;102.0
2012;Manufacture of machinery and equipment n.e.c.;20+  Employees;109.0
2012;Manufacture of other transport equipment;5 to 19 Employees;8.0
2012;Other manufacturing;Less than 5 Employees;303.0
2012;Other manufacturing;20+  Employees;49.0
2012;Electricity, gas, steam and air conditioning supply;5 to 19 Employees;120.0
2012;Electricity, gas, steam and air conditioning supply;Total;610.0
2012;Water collection, treatment and supply;Less than 5 Employees;1277.0
2012;Water collection, treatment and supply;5 to 19 Employees;284.0
2012;"Waste collection, treatment & disposal activities; materials recovery";Less than 5 Employees;95.0
2012;Remediation activities and other waste management services;5 to 19 Employees;4.0
2012;Construction of buildings;Less than 5 Employees;8362.0
2012;Retail trade, except of motor vehicles and motorcycles;Total;295113.0
2012;Land transport and transport via pipelines;20+  Employees;498.0
2012;Air transport;20+  Employees;28.0
2012;Air transport;Total;416.0
2012;Warehousing and support activities for transportation;Less than 5 Employees;6860.0
2012;Postal and courier activities;20+  Employees;24.0
2012;Accommodation;20+  Employees;525.0
2012;Motion picture, video & tv programme production, sound recording;Total;167.0
2012;Computer programming, consultancy and related activities;Total;447.0
2012;Information service activities;20+  Employees;19.0
2012;Financial service activities, except insurance and pension funding;5 to 19 Employees;1927.0
2012;Insurance, reinsurance and pension funding;Total;964.0
2012;Real estate activities;Less than 5 Employees;25699.0
2012;"Activities of head offices; management consultancy activities";Total;304.0
2012;Other professional, scientific and technical activities;5 to 19 Employees;329.0
2012;Other professional, scientific and technical activities;Total;3057.0
2012;Veterinary activities;5 to 19 Employees;20.0
2012;Rental and leasing activities;5 to 19 Employees;854.0
2012;Employment activities;20+  Employees;52.0
2012;Travel agency, tour operator, reservation service & related activities;5 to 19 Employees;750.0
2012;Travel agency, tour operator, reservation service & related activities;20+  Employees;105.0
2012;Office administrative, office support & other business support act's;Total;2196.0
2012;Education;Less than 5 Employees;1981.0
2012;Human health activities;Less than 5 Employees;451.0
2012;Human health activities;5 to 19 Employees;1427.0
2012;Residential care activities;Total;48.0
2012;Creative, arts and entertainment activities;20+  Employees;4.0
2012;Libraries, archives, museums and other cultural activities;Less than 5 Employees;100.0
2012;Libraries, archives, museums and other cultural activities;20+  Employees;9.0
2012;Libraries, archives, museums and other cultural activities;Total;137.0
2012;Sports activities and amusement and recreation activities;Total;1648.0
2012;Forestry and logging;Less than 5 Employees;499.0
2012;Forestry and logging;5 to 19 Employees;25.0
2012;Extraction of crude petroleum and natural gas;20+  Employees;47.0
2012;Mining of metal ores;Total;34.0
2012;Other mining and quarrying;Less than 5 Employees;27.0
2012;Other mining and quarrying;5 to 19 Employees;180.0
2012;Mining support service activities;Less than 5 Employees;14.0
2012;Manufacture of food products;Less than 5 Employees;8717.0
2012;Manufacture of food products;20+  Employees;519.0
2012;Manufacture of beverages;5 to 19 Employees;182.0
2012;Manufacture of textiles;Total;2118.0
2012;Manufacture of wearing apparel;20+  Employees;95.0
2012;Manufacture of leather and related products;20+  Employees;13.0
2012;Manufacture of leather and related products;Total;110.0
2012;Manufacture of wood and of products of wood and cork;5 to 19 Employees;1303.0
2012;Manufacture of wood and of products of wood and cork;Total;4550.0
2012;Manufacture of paper and paper products;Total;261.0
2012;Manufacture of coke and refined petroleum products;Less than 5 Employees;22.0
2012;Manufacture of rubber and plastics products;5 to 19 Employees;268.0
2012;Manufacture of other non-metallic mineral products;Less than 5 Employees;1579.0
2012;Manufacture of computer, electronic and optical products;5 to 19 Employees;27.0
2012;Manufacture of computer, electronic and optical products;Total;104.0
2012;Manufacture of machinery and equipment n.e.c.;Total;313.0
2012;Manufacture of other transport equipment;Less than 5 Employees;21.0
2012;Manufacture of furniture;Less than 5 Employees;6658.0
2012;Other manufacturing;5 to 19 Employees;70.0
2012;Other manufacturing;Total;422.0
2012;Water collection, treatment and supply;20+  Employees;93.0
2012;Sewerage;Less than 5 Employees;33.0
2012;Sewerage;20+  Employees;44.0
2012;"Waste collection, treatment & disposal activities; materials recovery";5 to 19 Employees;74.0
2012;Civil engineering;Less than 5 Employees;178.0
2012;Civil engineering;5 to 19 Employees;385.0
2012;Specialized construction activities;Less than 5 Employees;6912.0
2012;Specialized construction activities;5 to 19 Employees;2902.0
2012;Wholesale trade, except of motor vehicles and motorcycles;5 to 19 Employees;6205.0
2012;Land transport and transport via pipelines;5 to 19 Employees;1015.0
2012;Land transport and transport via pipelines;Total;2814.0
2012;Water transport;Less than 5 Employees;56.0
2012;Water transport;5 to 19 Employees;71.0
2012;Water transport;20+  Employees;42.0
2012;Warehousing and support activities for transportation;20+  Employees;596.0
2012;Accommodation;Total;23669.0
2012;Food and beverage service activities;5 to 19 Employees;14448.0
2012;Publishing activities;Less than 5 Employees;366.0
2012;Programming and broadcasting activities;5 to 19 Employees;27.0
2012;Programming and broadcasting activities;20+  Employees;9.0
2012;Computer programming, consultancy and related activities;5 to 19 Employees;190.0
2012;Information service activities;Total;277.0
2012;Insurance, reinsurance and pension funding;20+  Employees;110.0
2012;Legal and accounting activities;5 to 19 Employees;492.0
2012;Other professional, scientific and technical activities;Less than 5 Employees;2701.0
2012;Other professional, scientific and technical activities;20+  Employees;27.0
2012;Veterinary activities;Less than 5 Employees;538.0
2012;Employment activities;5 to 19 Employees;510.0
2012;Travel agency, tour operator, reservation service & related activities;Less than 5 Employees;1584.0
2012;Services to buildings and landscape activities;Less than 5 Employees;618.0
2012;Office administrative, office support & other business support act's;Less than 5 Employees;1726.0
2012;Education;20+  Employees;2185.0
2012;Residential care activities;Less than 5 Employees;17.0
2012;Residential care activities;20+  Employees;13.0
2012;Social work activities without accommodation;Less than 5 Employees;561.0
2012;Activities of membership organizations;5 to 19 Employees;730.0
2012;Repair of computers and personal and household goods;Less than 5 Employees;10042.0
2012;Repair of computers and personal and household goods;Total;10493.0
2011;Crop and animal production, hunting and related service activities;20+  Employees;349.0
2011;Forestry and logging;5 to 19 Employees;24.0
2011;Mining of metal ores;Less than 5 Employees;7.0
2011;Mining of metal ores;5 to 19 Employees;11.0
2011;Mining support service activities;20+  Employees;59.0
2011;Manufacture of food products;Less than 5 Employees;8365.0
2011;Manufacture of food products;20+  Employees;500.0
2011;Manufacture of tobacco products;Total;59.0
2011;Manufacture of textiles;20+  Employees;53.0
2011;Manufacture of wearing apparel;Less than 5 Employees;26552.0
2011;Manufacture of leather and related products;5 to 19 Employees;11.0
2011;Printing and reproduction of recorded media;Less than 5 Employees;669.0
2011;Manufacture of products and preparations pharmaceutical;Less than 5 Employees;17.0
2011;Manufacture of products and preparations pharmaceutical;Total;66.0
2011;Manufacture of rubber and plastics products;20+  Employees;165.0
2011;Manufacture of computer, electronic and optical products;20+  Employees;24.0
2011;Manufacture of computer, electronic and optical products;Total;98.0
2011;Manufacture of electrical equipment;20+  Employees;139.0
2011;Manufacture of electrical equipment;Total;464.0
2011;Manufacture of machinery and equipment n.e.c.;5 to 19 Employees;100.0
2011;Manufacture of furniture;Less than 5 Employees;6530.0
2011;Manufacture of furniture;20+  Employees;289.0
